X,Y,OBJECTID,PARCELID,LOWPARCELID,CVTTXCD,CVTTXDSCRP,SCHLTXCD,SCHLDSCRP,NBHDCD,SITEADDRESS,ZIPCD,CdqYear,NetAnnualTax,SpecialAssessments,TotalOwed,TotalPaid,TotalBalance,X_COORD,Y_COORD,LASTUPDATE,created_user,created_date,last_edited_user,last_edited_date
1829370.563,701627.7015,7830,010-067363,010K064     00400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,1600,1795 S HIGH ST,43207,2020,6804.36,0,18254.68,0,18254.68,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1815702.042,710176.6456,7831,010-067485,010F025     04800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,1729 - 1731 SULLIVANT AV,43223,2019,1196.44,0,4052.37,0,4052.37,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1812485.947,708992.8344,7832,010-067502,010M079     22900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,503 WHITETHORNE AV,43223,2020,896.26,317.27,2276.38,0,2276.38,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1811792.946,707979.2993,7833,010-067569,010M079     11100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,2270 SAFFORD AV,43223,2020,777.76,0,1683.57,867,816.57,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1812485.35,708603.1534,7834,010-067574,010M079     18300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,2169 SPRINGMONT AV,43223,2019,1336.5,0,4561.06,0,4561.06,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1816179.955,709889.2536,7835,010-067586,010M074L    07700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,450 HELEN ST,43223,2019,661.12,0,1827.92,0,1827.92,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1816521.189,709746.3996,7836,010-067596,010M074L    02300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,476 CATHERINE ST,43223,2020,719.48,716.21,2276.81,955.47,1321.34,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1816786.318,709438.4922,7837,010-067601,010M074L    03500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,525 RYAN AV,43223,2015,1014.46,770.39,5662.49,500,5162.49,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1812082.734,708506.5149,7838,010-067615,010M079     19200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,2223 SPRINGMONT AV,43223,2020,1254.82,0,1991.89,682.62,1309.27,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1810124.638,708702.5192,7839,010-067632,010M098     05600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,523 EUREKA AV,43204,2019,533.78,0,672.51,346.9,325.61,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1810473.666,708661.1733,7840,010-067643,010M098     11100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,531 - 533 S WAYNE AV,43204,2020,1259.88,0,1942.39,1312.45,629.94,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1811881.253,707683.4604,7841,010-067663,010M079     07600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,2266 HOMEWOOD AV,43223,2018,721.06,127.91,1517.77,1093.29,424.48,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1815773.472,708574.4564,7842,010-067724,010M133     04800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,607 TOWNSEND AV,43223,2016,1198.62,3477.26,11937.07,0,11937.07,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1815315.17,709796.778,7843,010-067768,010M133     10200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,442 LARCOMB AV,43223,2020,1345.86,0,2144.01,663.66,1480.35,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1815354.296,709629.9776,7844,010-067773,010M133     10700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,464 LARCOMB AV,43223,2014,1163.78,72.65,5485.22,4903.33,581.89,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1815361.914,709596.0316,7845,010-067774,010M133     10800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,470 LARCOMB AV,43223,2020,711.88,93.69,1208.04,0,1208.04,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1815453.156,709212.5838,7846,010-067784,010M133     11800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,520 LARCOMB AV,43223,2013,1098.24,550.53,10042.41,0,10042.41,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1815253.904,709200.936,7847,010-067834,010M133     17700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,515 LARCOMB AV,43223,2018,1258.46,0,1590.45,0,1590.45,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1815229.45,709302.402,7848,010-067837,010M133     18000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,505 LARCOMB AV,43223,2020,1283.94,0,2042.36,642,1400.36,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1815107.41,709819.588,7849,010-067851,010M133     19400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,431 LARCOMB AV,43223,2020,1156.5,0,1891.12,0,1891.12,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1814192.534,709267.5525,7850,010-067911,010M134     21400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,488 NASHOBA AV,43223,2020,843.48,509.7,2387.94,0,2387.94,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1814209.111,709532.3252,7851,010-067918,010M134     20700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,452 NASHOBA AV,43223,2020,1229.32,437.08,3133.26,0,3133.26,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1814213.706,709577.0729,7852,010-067919,010M134     20600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,446 NASHOBA AV,43223,2019,1215.1,0,3060.96,761.39,2299.57,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1815150.183,708956.6025,7853,010-067943,010M134     02600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,546 WOODBURY AV,43223,2020,1229.32,0,1908.02,1293.36,614.66,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1814884.631,708797.1893,7854,010-067956,010M134     07300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,560 CLARK AV,43223,2020,1327.06,190.39,2402.13,1643.41,758.72,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1814676.287,708994.5683,7855,010-067968,010M134     11200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,529 CLARK AV,43223,2020,659.66,0,1050.35,0,1050.35,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1814528.565,709082.8597,7856,010-067984,010M134     11700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,514 COLUMBIAN AV,43223,2020,8841.12,0,20124.35,0,20124.35,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1814334.038,708667.4639,7857,010-067997,010M134     22800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,570 NASHOBA AV,43223,2019,1526.38,0,2483.04,994.27,1488.77,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1813861.284,708719.8264,7858,010-068036,010M134     36400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,555 HILLTONIA AV,43223,2014,1257.74,1028.59,5656.5,2858.33,2798.17,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1813928.171,708436.4125,7859,010-068042,010M134     35800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,593 HILLTONIA AV,43223,2007,530.12,0,7460,0,7460,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1815287.256,708367.378,7860,010-068203,010M134     03800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,628 WOODBURY AV,43223,2019,1378.66,338.65,4390.67,0,4390.67,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1816528.471,709849.8816,7861,010-068208,010M074L    01300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,1626 - 1628 WALSH AV,43223,2019,1123.92,643.79,4453.95,0,4453.95,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808327.282,708050.3749,7862,010-068246,010M136     03200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,602 RACINE AV,43204,2019,226.06,329.96,834.84,0,834.84,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808459.582,708120.6688,7863,010-068250,010M136     02700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,589 S WARREN AV,43204,2020,929.32,397.21,1868.86,0,1868.86,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808514.838,707881.8093,7864,010-068257,010M136     02000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,621 S WARREN AV,43204,2020,1081.58,0,1914.58,0,1914.58,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1809039.075,707771.7694,7865,010-068292,010M139     12200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,644 S OGDEN AV,43204,2020,1147.92,0,1768.79,1194.83,573.96,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808999.652,707938.5472,7866,010-068297,010M139     11700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,622 - 624 S OGDEN AV,43204,2019,965.98,301.97,2700.06,2142.07,557.99,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1809200.934,707809.8459,7867,010-068331,010M139     20200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,633 - 635 S BURGESS AV,43204,2013,102.9,70884.66,82149.54,0,82149.54,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808028.814,708256.4067,7868,010-068351,010M136     12900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,571 S HARRIS AV,43204,2017,308.16,505.62,2935,0,2935,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1807882.743,708245.7509,7869,010-068375,010M136     13500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,572 S HAGUE AV,43204,2019,872.44,82.99,2454.78,0,2454.78,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808503.926,707420.518,7870,010-068392,010M136     01000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,687 S WARREN AV,43204,2006,815.74,15.97,9291.98,0,9291.98,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808322.182,707075.9485,7871,010-068402,010M136     05500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,2738 - 2740 MOUND ST,43204,2019,1647.06,732.46,6607.94,0,6607.94,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808340.673,707206.9025,7872,010-068405,010M136     05200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,712 RACINE AV,43204,2020,710.12,206.42,1372.2,0,1372.2,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808388.079,707540.6552,7873,010-068414,010M136     04400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,666 RACINE AV,43204,2020,810.54,64.44,1343.87,0,1343.87,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808199.263,707383.9634,7874,010-068424,010M136     06300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,689 RACINE AV,43204,2020,1009.82,175.42,2391.21,0,2391.21,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808188.372,707308.9414,7875,010-068426,010M136     06100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,699 RACINE AV,43204,2020,1604.42,27.42,2543.23,1727.31,815.92,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808048.843,707257.7263,7876,010-068435,010M136     09900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,698 S HARRIS AV,43204,2020,1136.72,0,1860.41,500,1360.41,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808414.362,706791.7283,7877,010-068509,010M138L    04100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,767 - 769 WARREN AV,43204,2020,839.4,0,1284.89,0,1284.89,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808402.778,706712.5782,7878,010-068511,010M138L    03900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,779 - 781 WARREN AV,43204,2020,944.34,150,1605.68,1058.51,547.17,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808380.242,706554.0495,7879,010-068515,010M138L    03500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,801 WARREN AV,43204,2018,412.04,0,2561.84,256.93,2304.91,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808256.511,706611.5576,7880,010-068518,010M138L    03200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,790 RACINE AV,43204,2020,1090.32,276.32,2274.71,546,1728.71,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1807546.422,705658.8893,7881,010-068561,010M138     03500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,913 S HARRIS AV,43204,2020,1828.12,0,2891.45,0,2891.45,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1807528.625,705580.9449,7882,010-068563,010M138     03300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,925 HARRIS AV,43204,2020,2066.9,0,4534.06,0,4534.06,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1807509.268,707016.5589,7883,010-068661,010M137     07300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,733 S HAGUE AV,43204,2016,1354.7,1895.15,11433.53,0,11433.53,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1807558.47,707264.9253,7884,010-068693,010M136     16300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,699 - 701 S HAGUE AV,43204,2020,950.1,0,2079.65,0,2079.65,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1807679.057,708114.2387,7885,010-068721,010M136     18300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,589 S HAGUE AV,43204,2019,1256.38,292.31,4620.39,0,4620.39,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1807145.828,706784.5863,7886,010-068802,010M137     11900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,761 WILTSHIRE RD,43204,2020,1675.16,0,3613.89,1603.34,2010.55,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1806961.816,706630.9924,7887,010-068845,010M137     14000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,776 CHESTERSHIRE RD,43204,2020,1267.84,0,1505.04,0,1505.04,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1806523.703,708280.6143,7888,010-069022,010M135     12800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9500,2961 SULLIVANT AV,43204,2020,2094.34,519.46,5287.23,0,5287.23,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1806647.086,708177.7479,7889,010-069027,010M135     12300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9500,569 - 571 S ROYS AV,43204,2020,2980.42,0,4742.73,0,4742.73,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1806648.996,708137.248,7890,010-069028,010M135     12200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9500,575 S ROYS AV,43204,2020,2575.74,0,4039.07,2622.41,1416.66,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1806340.855,706739.0906,7891,010-069120,010M137     24200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,760 BINNS BL,43204,2020,2467.52,0,5238.49,0,5238.49,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1806256.924,705743.258,7892,010-069130,010M138     25200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,895 S ROYS AV,43204,2020,2172.52,0,3560.95,0,3560.95,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1806086.461,705626.875,7893,010-069141,010M138     27300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,904 BINNS BL,43204,2020,1460.32,0,2228.87,1498.71,730.16,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1806113.569,705743.283,7894,010-069144,010M138     27000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,888 BINNS BL,43204,2020,1530.04,0,3307.76,0,3307.76,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1805939.614,705821.8159,7895,010-069161,010M138     30300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,879 BINNS BL,43204,2020,1372.92,0,1964.14,0,1964.14,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1805930.514,705783.5942,7896,010-069162,010M138     30200,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,885 BINNS BL,43204,2020,1334.94,46.99,2099.65,0,2099.65,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1806035.679,706247.6246,7897,010-069183,010M137     25800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,825 BINNS BL,43204,2020,1770.38,0,2822.71,0,2822.71,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1816277.015,708553.9939,7898,010-069300,010M140L    02400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,1690 W MOUND ST,43223,2020,3987.48,0,6747.12,0,6747.12,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1816336.898,708575.0753,7899,010-069301,010M140L    02500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,1680 W MOUND ST,43223,2020,2301.54,0,3468.99,2318.22,1150.77,,,2021/02/13 16:35:39+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1816344.943,708925.3342,7900,010-069311,010M140L    03300,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,575 REED ST,43223,2012,728.34,6480.33,16592.19,0,16592.19,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1816206.742,708932.5631,7901,010-069317,010M140L    01600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,572 EDWIN ST,43223,2018,805.34,378.4,2746.42,0,2746.42,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1816243.868,708776.7743,7902,010-069321,010M140L    02000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,592 EDWIN ST,43223,2020,610.48,304.32,1274.98,0,1274.98,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1814709.38,707798.4881,7903,010-069370,010M133L    05800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,1915 W MOUND ST,43223,2020,866.72,709.25,1956.29,0,1956.29,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1821660.277,713074.9457,7904,010-069823,010F013     06900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9100,136 MARTIN AV,43222,2019,1011.94,0,2850.07,0,2850.07,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1818205.464,711376.1548,7905,010-069942,010F017     03800,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9100,289 - 291 BREHL AV,43223,2019,815.74,855.47,3617.91,0,3617.91,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1804774.683,712284.4338,7906,010-069956,010M153     06400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9500,3131 W BROAD ST,43204,2019,4089.96,0,9299.08,0,9299.08,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1817399.109,709677.4562,7907,010-070086,010F035     08100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,1516 THOMAS AV,43223,2019,566.54,0,1538.21,1241.76,296.45,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1817428.607,709561.0255,7908,010-070163,010F046     02100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,1515 THOMAS AV,43223,2016,80.5,96.64,1182.25,0,1182.25,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1817478.178,709575.9443,7909,010-070164,010F046     02000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,1507 THOMAS AV,43223,2018,639.38,728.4,3319.31,0,3319.31,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808650.165,707233.6036,7910,010-070302,010M139     02900,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,710 S WARREN AV,43204,2018,779.32,632.48,3785.07,0,3785.07,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808638.372,707154.2919,7911,010-070304,010M139     03100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,720 S WARREN AV,43204,2020,433.38,0,646.8,182.51,464.29,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1804945.013,709862.8999,7912,010-070584,010M153     12600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9500,332 S BRINKER AV,43204,2020,2427.44,0,3466.01,400,3066.01,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1804893.097,711118.1316,7913,010-070614,010M153     09700,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9500,166 S BRINKER AV,43204,2020,2746.34,0,6020.05,0,6020.05,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1804851.504,708557.2644,7914,010-070687,010M154     05000,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9500,PARKSIDE RD,43204,2017,386.54,0,2038.84,0,2038.84,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1805643.442,708599.4309,7915,010-070705,010M154     03400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9500,3071 PARKSIDE RD,43204,2020,2302.06,0,3634.13,1158.33,2475.8,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1811926.893,708797.3693,7916,010-071001,010M079     24400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,525 CLARENDON AV,43223,2020,1363.24,44.73,2165.01,570.6,1594.41,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1807831.846,705611.7597,7917,010-071126,010M208B    23500,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,917 - 919 RACINE AV,43204,2020,1347.32,311.12,2455.41,0,2455.41,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1821965.02,711533.2497,7918,010-075370,010F030     09400,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9100,876 BELLOWS AV,43223,2020,845.6,332.92,2177.75,0,2177.75,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1808568.43,706331.6107,7919,010-075823,010M208B    29100,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9801,2717 - 2719 EAKIN RD,43204,2020,1106.48,0,1636.29,500,1136.29,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
1817259.436,709329.3536,7920,010-075895,010F045     02600,10,CITY OF COLUMBUS,2503,COLUMBUS CSD,9400,1542 SAFFORD AV,43223,2019,334.28,249.71,1375.67,0,1375.67,,,2021/02/27 00:02:38+00,SDE,2021/02/27 10:41:06+00,SDE,2021/02/27 10:41:06+00
