CPL2021-00632,"215 HIGHVIEW AVE, LEHIGH ACRES FL 33936",215 HIGHVIEW AVE,Rusty mattress springs in front yard,Closed-Violation Created,1
CPL2021-00633,"11200 DEAL RD, NORTH FORT MYERS FL 33917",11200 DEAL RD,Enclosing Barn without the required permits,Closed-Violation Created,1
CPL2021-00634,"113 ROWLAND RD, LEHIGH ACRES FL 33936",113 ROWLAND RD,Inground pool unsecure,Closed-No Violation,0
CPL2021-00635,"3608 21ST ST SW, LEHIGH ACRES FL 33976",3608 21ST ST SW,Lot mow,Closed-No Violation,0
CPL2021-00636,"3604 21ST ST SW, LEHIGH ACRES FL 33976",3604 21ST ST SW,Lot mow,Closed-No Violation,0
CPL2021-00637,"3605 20TH ST SW, LEHIGH ACRES FL 33976",3605 20TH ST SW,lot mow,Closed-No Violation,0
CPL2021-00638,"6321 METRO PLANTATION RD, FORT MYERS FL 33966",6321 METRO PLANTATION RD,OCC2021-00083,Closed-Non Enforcement,0
CPL2021-00639,"12320 CRYSTAL COMMERCE LOOP, FORT MYERS FL 33966",12320 CRYSTAL COMMERCE LOOP,OCC2021-00084,Closed-Non Enforcement,0
CPL2021-00640,"12369 CRYSTAL COMMERCE LOOP, FORT MYERS FL 33966",12369 CRYSTAL COMMERCE LOOP,OCC2021-00088,Closed-Non Enforcement,0
CPL2021-00641,"15025 PINE MEADOWS DR, FORT MYERS FL 33908",15025 PINE MEADOWS DR,15045 Pine Meadows- Complaint of electrical box 220 to the water heater located between the lines are exposed. Please call- 239-826-6234 Lisa / Jessie. Need at least 30 minutes to meet.,Closed-No Violation,0
CPL2021-00642,"13891 JETPORT LOOP, 5, FORT MYERS FL 33913",13891 JETPORT LOOP,"Complaint of moving fire wall, new ac without permit.",Closed-Violation Created,1
CPL2021-00643,"18931 STATE ROAD 31, NORTH FORT MYERS FL 33917",18931 STATE ROAD 31,"RUNNING A BUSINESS UNDER THE NAMES OF SEA RAY BOAT YARD & DOCKWATER MARINE AND BOAT STORAGE, NO USE PERMITSOPERATING ALL DAY UNTIL DARK AND SATURDAY & SUNDAY",Closed-Violation Created,1
CPL2021-00644,"6321 METRO PLANTATION RD, FORT MYERS FL 33966",6321 METRO PLANTATION RD,OCC2021-000883,Closed-Non Enforcement,0
CPL2021-00645,"301 VERMONT WAY, LEHIGH ACRES FL 33936",301 VERMONT WAY,Complaint of broken down vehicles and boats.,Closed-Violation Created,1
CPL2021-00646,"4552 21ST ST SW, LEHIGH ACRES FL 33973",4552 21ST ST SW,lot mow,Closed-Violation Created,1
CPL2021-00647,"4548 20TH ST SW, LEHIGH ACRES FL 33973",4548 20TH ST SW,lot mow,Closed-Violation Created,1
CPL2021-00648,"8306 NAULT DR, NORTH FORT MYERS FL 33917",8306 NAULT DR,There is a large inoperable RV in the front yard with people living in there without water or electric. They are using an extension cord for power and dumping waste out the side of the RV on the ground.  It has an expired license plate and no engine.  I believe squatters are living in the unit.,Closed-Violation Created,1
CPL2021-00649,"119 AMBER AVE, NORTH FORT MYERS FL 33917",119 AMBER AVE,lanai in disrepair / ripped screens / home unsecured,Closed-Violation Created,1
CPL2021-00650,"2261 ALDRIDGE AVE, FORT MYERS FL 33907",2261 ALDRIDGE AVE,"Owner of property Lyndsey Louchart 2261 Aldridge Ave FM 33907, appears to be doing business on her property as a salvage yard/ scrap dealer. She Hauls pickup-truck loads of assorted salvaged junked materials into her home and yard at all hours. The owner stores materials in both back and front yards, as well in side her house and screened carport, potentially creating a fire hazard.  A fence was constructed without a permit, to reduce viewing of their backyard from the street.  She has also damaged County Property by destroying the retaining wall for the Storm water drainage on her side of the street. Assorted vehicles come at various times of the days and nights to shop/barter for materials.  This neighborhood is zones RS1 that does not permit this business operation which is interfering with the quality of life for neighbors on this street as well as her rear neighbors on Crystal Dr",Closed-Duplicate Complaint,0
CPL2021-00651,"3350 MARINATOWN LN, NORTH FORT MYERS FL 33903",3350 MARINATOWN LN,Nuisance accumulation / trash and debris on property and swales,Closed-No Violation,0
CPL2021-00652,"13501 N CLEVELAND AVE, NORTH FORT MYERS FL 33903",13501 N CLEVELAND AVE,nuisance accumulation / lawn chair in disrepair in rear,Closed-No Violation,0
CPL2021-00653,"2319 SUNRISE BLVD, FORT MYERS FL 33907",2319 SUNRISE BLVD,"Trash and Nuisance complaint: Owner of home has excessive trash in his front driveway and yard. Including food containers, beverage containers, beer cans, cardboard boxes, napkins, etc.  Wind blows it into other neighbors yards and into the street.",Closed-Violation Created,1
CPL2021-00654,"17565 BUTLER RD, FORT MYERS FL 33967",17565 BUTLER RD,"Misc Tables barstools in front yard. Grill, trash cans and 55 Gallon Drum of unknown material in front yard. Items have been in front yard for weeks.",Closed-Violation Created,1
CPL2021-00655,"17492 ROCKEFELLER CIR, FORT MYERS FL 33967",17492 ROCKEFELLER CIR,Repaving drive way no permit unlicensed contractors (Stanley's paving),Closed-Violation Created,1
CPL2021-00656,"3013 LAURA CT, LEHIGH ACRES FL 33971",3013 LAURA CT,Pay fine,Closed-Non Enforcement,0
CPL2021-00657,"416 CALVIN AVE, LEHIGH ACRES FL 33972",416 CALVIN AVE,Tractor Trailer has been parked in front of this lot since Friday 2.12.21,Closed-No Violation,0
CPL2021-00658,"1217 HOPEDALE DR, FORT MYERS FL 33919",1217 HOPEDALE DR,The owner continues to operate his lawn care and housekeeping business from this house. He lives across the street. Workers were there at 6;30am this morning as they were making noise in the backyard. Workers are at 1217 Hopedale at least 6 days a week. The backyard is a parking lot. Cars from the workers are also parked across the street at their primary residence during the day.,Closed-No Violation,0
CPL2021-00659,"6050 PLAZA DR, FORT MYERS FL 33905",6050 PLAZA DR,PAVING NO PERMITS,Closed-Violation Created,1
CPL2021-00660,"5160 RICHMOND AVE, FORT MYERS FL 33905",5160 RICHMOND AVE,"fire, missing roof, unsafe",Closed-Violation Created,1
CPL2021-00661,"3571 SCHOONER LN, SAINT JAMES CITY FL 33956",3571 SCHOONER LN,"Building primary structure without permits, renting out boat slips as a commercial business.",Closed-No Violation,0
CPL2021-00662,"9694 SUGARBERRY WAY, FORT MYERS FL 33905",9694 SUGARBERRY WAY,adding on to house no permits,Closed-Violation Created,1
CPL2021-00663,"3416 27TH ST SW, LEHIGH ACRES FL 33976",3416 27TH ST SW,lot mow,Closed-Violation Created,1
CPL2021-00664,"3417 27TH ST SW, LEHIGH ACRES FL 33976",3417 27TH ST SW,lot mow,Closed-Violation Created,1
CPL2021-00665,"5946 POETRY CT, NORTH FORT MYERS FL 33903",5946 POETRY CT,"nuisance accumulation- trash in front yard, large box truck parked in yard, boards and painting supplies stored on driveway",Closed-Violation Created,1
CPL2021-00666,"5996 POETRY CT, NORTH FORT MYERS FL 33903",5996 POETRY CT,large tractor parked in front yard,Closed-No Violation,0
CPL2021-00667,"105 UNICE AVE N, LEHIGH ACRES FL 33971",105 UNICE AVE N,no dumpster on location for the construction of new home,Closed-No Violation,0
CPL2021-00668,"1217 HOPEDALE DR, FORT MYERS FL 33919",1217 HOPEDALE DR,"No one lives in this house. The owners live across the street at 1218 Hopedale. It is being used solely to run (2) businesses. A landscaping business and a cleaning business. Each one has about (6) employees, who all meet there every morning to round up trucks and equipment before going to jobsites. The backyard has been turned into a parking lot for employee vehicles and landscaping machinery. The landscapers start between 6:30 and 7:15am every morning. The cleaners show up just after that. There is excessive noise from cars; trucks; mowers; landscaping equipment, and people yelling EVERY MORNING. It is like living in an industrial park. The cleaners all come back between 3 and 4pm to either get their cars or wait for rides. They usually run an air compressor to clean their tools in the afternoons. The landscapers usually come back between 4:30 and 5:30 to drop all of the machines, sometimes yard waste, and to get their cars. The cars are parked either in the backyard at 1217, or sometimes across the street at 1218 if someone has complained recently. This cannot be legal in a residential neighborhood!",Closed-Duplicate Complaint,0
CPL2021-00669,"2901 19TH ST SW, LEHIGH ACRES FL 33976",2901 19TH ST SW,House in disrepair/falling apart.,Closed-No Violation,0
CPL2021-00670,"4906 CURLEW DR, SAINT JAMES CITY FL 33956",4906 CURLEW DR,"appliances and other misc junk stored on property, a thrift store is being run out of the residence",Closed-No Violation,0
CPL2021-00671,"17091 SHADY GROVE LN, CAPE CORAL FL 33909",17091 SHADY GROVE LN,excavating entire lot no permit cleared at least half the lot / nuisance accumulation / trash and debris,Closed-No Violation,0
CPL2021-00672,"329 ROCKLEDGE RD, FORT MYERS FL 33905",329 ROCKLEDGE RD,chickens and roosters,Closed-No Violation,0
CPL2021-00673,"4546 TENNESSEE WAY, FORT MYERS FL 33905",4546 TENNESSEE WAY,chickens and roosters,Closed-Violation Created,1
CPL2021-00674,"564 CAPITOL ST, NORTH FORT MYERS FL 33903",564 CAPITOL ST,CONSTRUCTION NO PERMITS,Closed-No Violation,0
