ASSIGNED NAME,Case Number,Opened Date,Address,Status,Description
Bobby Avina,CV2021-18342,3/22/2021,"17711 Collie Ln, Huntington Beach, CA, USA",Open,"Non permitted sun room, non permitted make shift delapitated ad on, on side of house kitchen side. Complete remodel in progress no reinforced rebar driveway. Working mornings - evenings and weekends contractors blocking street with trailers. Interior remodel will wiring all over the exterior. Concerned with potential fire hazards and safety around property.#534484"
Bobby Avina,CV2021-18456,3/30/2021,"6002 Rosemont Dr, Huntington Beach, CA, USA",Open,Unpermitted construction.
Bobby Avina,CV2021-18629,4/8/2021,"18672 Park Meadow Ln, Huntington Beach, CA, USA",Open,Running a yoga studio out of the home. People have been coming at 6am waking r/p up since the condos have common walls. It has increased traffic into the small area.
Bobby Avina,CV2021-18683,4/12/2021,"19251 Capitol Cir, Huntington Beach, CA, USA",Open,"This house has been vacant for almost 1 1/2 years. Before Covid-19 started. Grass and weeds 2 feet high, broken windows, fences and garage door. Police have been called several times due to homeless people breaking in to the house. This is ridiculous that we as neighbors have to continue to look at such an horrible-looking house."
Kenneth Waldecker,,4/15/2021,,,
Bobby Avina,CV2021-18807,4/20/2021,"19102 Beach Blvd, Huntington Beach, CA, USA",Open,Doing auto repair and auto painting in the parking lot of 19102 Beach
Bobby Avina,CV2021-18809,4/20/2021,"7652 Amberleaf Cir, Huntington Beach, CA, USA",Open,Property maintenance issues in and around the property.
Bobby Avina,CV2021-18841,4/21/2021,"17302 Marken Ln, Huntington Beach, CA, USA",Open,"17322 MARKEN LN new owner, has unpermitted 6 ft high metal fence installed around front yard perimeter, near side walk, on corner house, blocking line of sight for adjacent traffic on 17302 MARKEN LN and GUILDERS DR"
Bobby Avina,CV2021-18866,4/22/2021,"19281 Weymouth Ln, Huntington Beach, CA, USA",Open,Inoperable vehicle and property maintenance
Bobby Avina,CV2021-18900,4/26/2021,"17262 Beach Blvd, Huntington Beach, CA, USA",Open,"Graffiti on long green fence in front of car lot has been there for 2 weeks, as of 4/22/21."
Bobby Avina,CV2021-18906,4/26/2021,"5552 Kern Dr, Huntington Beach, CA, USA",Open,"Tall overgrown grass and weeds in front yard. Note same issue occurred at this property once before, approx. 1 year ago."
Bobby Avina,CV2021-18942,4/29/2021,"19132 Huntington St, Huntington Beach, CA, USA",Open,The tenant in C-3 Built a covered patio without a permit. This covered patio is attached to the dwelling. Not only do they not have a permit they did not give get permission from the owners of the apartment. They put it up there self years ago without a permit.
Bobby Avina,CV2021-18951,4/29/2021,"17342 Goldenwest St, Huntington Beach, CA, USA",Open,Hoarding and bad odor inside the residence.
Carol Menendez,CV20180013208,1/2/2018,"413 Delaware St, Huntington Beach, CA, USA",Open,expansion to 3 story home w/o permit
Carol Menendez,CV20180129305,4/11/2018,"1203 Park St, Huntington Beach, CA, USA",Open,"Hoarding - backyard wall to alley is dilapidated old BBQ in backyard with a bee hive in it. Backyard has 6ft high weeds, old cars, RVs, pallets. P/O is a teacher at GW College and wife has alzheimers and is left home alone."
Carol Menendez,CV20190015519,2/13/2019,"21010 Pacific City Cir, Huntington Beach, CA, USA",Open,Pacific City Retail - parking violations charging $50 for employees to park on- site (see history case 2017-0109-305)
Carol Menendez,CV20190125305,2/21/2019,"20582 Goshawk Ln, Huntington Beach, CA, USA",Open,"Water damaged roof, c/p is concerned that it will fall in on the residents inside. Water damage/wood rot has also caused the garage door to break through and now the garbage piled in the garage is falling into the d/w. Black toilet in front of property. MyHB # 142045"
Carol Menendez,CV20190187211,4/5/2019,"1111 Olive Ave, Huntington Beach, CA, USA",Open,Unpermitted above gas line pipes
Carol Menendez,CV20190033519,5/29/2019,"18504 Beach Blvd, Huntington Beach, CA, USA",Open,Elan is charging for parking. The zoning code does not allow for this. myHB# 162924
Carol Menendez,CV20190502305,5/30/2019,"21270 Beach Blvd, Huntington Beach, CA, USA",Open,Huntington Breakers Apts. closing common area parking spots and will be charging select tenants and guests $25-$70/mo for an assigned spot. LED floodlights on side of building prohibiting address from being visible at night. Excessive diagonal speed bumps that are dangerously long. MyHB # 162765
Carol Menendez,CV20190642305,7/1/2019,"206 Baltimore Ave, Huntington Beach, CA, USA",Open,STR MyHB # 170465 & 170840
Carol Menendez,CV20190439218,7/16/2019,"408 Alabama, Huntington Beach, CA, USA",Open,"Illegal converted garage. This �rental property � doesnt have a legal address, inside it has severe dangerous habitability issues (heater & oven) Faulty electrical, faulty plumbing, trash & discarded furniture etc abandoned all over property. The �address� is 408 Alabama St. unit C Unit C is not an address.Located on the property behind the main house unit A & B. Through the gate to the left theres a front door w/ no letter on it . There is a lettter on the side with a C on it. MyHB# 173826"
Carol Menendez,CV20190484218,7/24/2019,"601 11th St, Huntington Beach, CA, USA",Open,Delivery truck delivered groceries at 5:45 am this morning. it isn�t the first time.The truck was very loud? Woke up my neighbor & myself. MyHB# 175927
Carol Menendez,CV20190724218,9/20/2019,"8012 Ebbtide Cir, Huntington Beach, CA, USA",Open,Unpermitted jacuzzi & gazebo built here thats dangerous & poses safety risk with faulty wiring & electrical work. Concerned for young children that visit here. Also currently working on an unsafe roof unpermitted. Safety hazard. My HB# 190911 MyHB# 190911
Carol Menendez,CV20190630211,9/26/2019,"20442 Craimer Ln, Huntington Beach, CA, USA",Open,P1 Hoarding and unmaintained pool myhb #192424
Carol Menendez,CV20210038519,1/19/2021,"20752 Alicante Ln, Huntington Beach, CA, USA",Open,"Car parts, 2 abandoned cars, car frame, several gas cans, paint dust from sanding car fender are all in the driveway. The dust from sanding an old truck fender is blue and all over the place. I had to close the windows because I am not sure what I am breathing in. MyHB #504525"
Carol Menendez,CV20210093211,1/19/2021,"6851 Presidente Dr, Huntington Beach, CA, USA",Open,*** SAFETY CONCERNS AT THIS PROPERTY. PLEASE SEE CODE ENFORCEMENT OFFICER BEFORE PROCEDING!*** ?Large scale renovation without any permits. r/p would like updates #505888
Carol Menendez,CV20210061519,1/22/2021,"317 7th St, Huntington Beach, CA, USA",Open,home is being used for vacation retails (airbnb). MyHB #508293
Carol Menendez,CV2021-18958,4/30/2021,"206 Baltimore Ave, Huntington Beach, CA, USA",Open,Property has undergone extensive modifications without proper Building Permits and city approval.
Carol Menendez,CV20190816218,10/15/2019,"20331 Eastwood Cir, Huntington Beach, CA, USA",Open,wall is leaning toward Hazelbrook and is held up with wood. MyHB 196907
Carol Menendez,CV20190757211,11/22/2019,"601 11 St, Huntington Beach, CA, USA",Open,"People always gathering at setback area of the vacant residential lot located at 601 11th. absentee owner does not live at the property however, she allows any person mostly unknown to her to congregate at the site beginning at about 7am and continuing throughout the day. Bringing in extra car/foot traffic. myhb#211156"
Carol Menendez,CV20200047211,1/21/2020,"142 Adams Ave, Huntington Beach, CA, USA",Open,"Illegal construction of home addition. Garage was completely renovated into a large master bedroom with electrical, plumbing, walls etc... myhb#234732"
Carol Menendez,CV20200048211,1/21/2020,"19101 Walleye Ln, Huntington Beach, CA, USA",Open,setback violation. large shed too close to fence myhb#234767
Carol Menendez,CV20200153218,2/13/2020,"614 9th St, Huntington Beach, CA, USA",Open,STVR - They have again listed their property in violation of short term rentals. VRBO Listing 1536126. MyHB 247637
Carol Menendez,CV20200013215,3/8/2020,"8781 Albatross Dr, Huntington Beach, CA, USA",Open,Possible new SURF with more than 6 people living at residence
Carol Menendez,CV20200017215,3/18/2020,"19540 Vasile Cir, Huntington Beach, CA, USA",Open,Sewer line installed in a unit at Landmark Yorktown with no permits. MYHB #267658
Carol Menendez,CV20200022215,3/24/2020,"128 6th St, Huntington Beach, CA, USA",Open,Eye sore and has been in a state of distress for years. The property is on 6th and Walnut. Is the property owner being held accountable to any completion of the property. The fence surrounding with material hanging on it for blockage lends to question what other property could get away with this for over a decade? MYHB #271906 & 253267
Carol Menendez,CV20200020519,4/27/2020,"519 13th St, Huntington Beach, CA, USA",Open,Tenants seen smoking marijuana on front porch. Facility has both men and women living there. Tenants have been picked up by an ambulance on at least 6 occasions in the past month. Loud profanity and cigarette smoke constantly. MyHB #287106
Carol Menendez,CV20200449211,5/22/2020,"21051 Sundown, Huntington Beach, CA, USA",Open,"Unpermitted water heater, faulty air filter, holes in the drywall #302290"
Carol Menendez,CV20200603211,6/16/2020,"416 9th St, Huntington Beach, CA, USA",Open,Continued short term rentals. A wedding this past weekend. 6/14/16. Loud party until late at night. House continues to be listed on AirBNB I spoke with Carol Menendez last year. Issue has continued #319534
Carol Menendez,CV20200641211,6/19/2020,"318 Main St, Huntington Beach, CA, USA",Open,"Avila's El Ranchito restaurant- Unpermitted patio, exposed wiring, unmaintained asphalt, handicap parking landing not present, dumpsters not in trash enclosure. *r/p would like an update*#322175"
Carol Menendez,CV20200805211,7/8/2020,"120 18th St, Huntington Beach, CA, USA",Open,Unpermitted patio on top of the house #341425
Carol Menendez,CV20200074215,7/22/2020,"20331 Bluffside Cir, Huntington Beach, CA, USA",Open,Home with Attic being used as full bedroom illegal conversion myhb#274086
Carol Menendez,CV20201077211,8/5/2020,"609 21st St, Huntington Beach, CA, USA",Open,SURF-eight occupants living at the facility with all vehicles parked on the street. #359673
Carol Menendez,CV20201175211,8/10/2020,"116 18th St, Huntington Beach, CA, USA",Open,STVR- converted her garage to a partial game room and apartment-like space and they also have access to an upstairs room. They enter through both the garage door and a side door via the alley. The door appears to have some kind of lockbox on it. Different renters weekly. Contact r/p for more info and pictures #362865
Carol Menendez,CV20201248211,8/12/2020,"514 California St, Huntington Beach, CA, USA",Open,"Two-story/single family home is subdivided (4) ways with (2) separately leased/permanently occupied apartment units downstairs, each with own kitchenettes/kitchens and separate entrances. Garage was recently subdivided in half with construction of finished wall and toilet installation and is occupied occasionally as a studio apartment. Tenant laundry room also constructed at side of home within modified water heater closet. Upstairs 2- bedroom unit of home (accessed by original front door) has additional kitchen and is currently owner-occupied, however, is frequently leased- see attached advertisement for this unit which indicates building is considered a ""triplex"". Additionally, owner is currently in the permit process with City to construct an ADU in front of home- information attached. Parking issues and noise generated by over-occupancy of home is a nuisance to neighborhood. As well, possible construction of an additional unit on lot is of great concern as this property which is designed/zoned for a single family will potentially become a �5-plex�.#364874"
Carol Menendez,CV20200073260,8/21/2020,"8382 Hillhead Dr, Huntington Beach, CA, USA",Open,Single family residence being converted to duplex with back of house being used as a rental. MyHB# 3707434
Carol Menendez,CV20200091519,8/25/2020,"180 5th St, Huntington Beach, CA, USA",Open,"5th and PCH did some type of black sealing treatment over their decorative concrete on 5th Street. As I recall it, the entire street was actually considered part of their art element, containing elements of the pier and coastal/tidal zone of the ocean. MyHB #372940"
Carol Menendez,CV20200113519,8/26/2020,"21028 Pacific Coast Hwy, Huntington Beach, CA, USA",Open,Simmzys - Business operating without TEUP on file MyHB #374011 HBFD handed TEUP application 2 weeks prior
Carol Menendez,CV20200114519,8/26/2020,"21040 Pacific City Cir, Huntington Beach, CA, USA",Open,Ola Mexican Grill -Business operating without TEUP on file MyHB #374012 HBFD handed TEUP application 2 weeks prior
Carol Menendez,CV20200115519,8/26/2020,"21022 Pacific Coast Hwy, Huntington Beach, CA, USA",Open,Old Crow Smokehouse - Business operating without TEUP on file. MyHB #374015 HBFD handed TEUP application 2 weeks prior
Carol Menendez,CV20201391211,9/8/2020,"303 Alabama St, Huntington Beach, CA, USA",Open,"Renters living in the back unit of the property are reporting that they are living in dangerous conditions. They do not have any smoke detectors, the sink has been leaking nonstop and flooding the kitchen. In the past the landlord left them without water for 4 days, this has since been fixed but r/p wanted it documented. Also, she has seen people living in the garage recently. #381805"
Carol Menendez,CV20201441211,9/11/2020,"501 16th St, Huntington Beach, CA, USA",Open,"SURF I would like to inform the city of a home that I believe is being used as a drug rehab. First, outside of the home is unkept. The lawn is overgrown and unwatered. Second, the occupants are completely disrespectful to the neighbors. They are constantly playing loud music with profane lyrics, while sitting outside cussing and blatantly talking about drug use. Furthermore, my self as well as other neighbors have witnessed drugs being sold and purchased as well as drug and alcohol use by the residents. There have been full on fist fights starting within the home and then continuing into the street. Third, last week the residents started a fire on the second story balcony and were only made aware of the burning by neighbors yelling within the home. Fourth, they have shot bottle rockets at my house, and when I have confronted them, they have threatened me. If the home is a drug rehab, there are multiple state health code violations. There are 8 residents there, they have no restrictions, blatant drug and alcohol use, and are a contract nuisance to the entire neighborhood. Please send someone to follow up with the issues from this residence, as it has diminished our neighborhood, and made us all feel unsafe.#384641"
Carol Menendez,CV20201445211,9/14/2020,"222 18th St, Huntington Beach, CA, USA",Open,"I am a stage for breast cancer patient with limited mobility. The stairs in my apartment or not to code and I have fallen on the mini times, twice injuring myself. There are other issues: no handrails for the stairs. There is poor lighting outdoors where there are two sets of steps to use to walk to the street level. mo railings or any way to break a fall. I have fallen many times of these steps. The landlord provides a very small trash bin thot is always over flowing. There are tons of flies that get into my apartment and there appears to be a rodent problem from the constant overflowing trash. Landlord as also locked water access to the hoses so she cant water her plants.#385937"
Carol Menendez,CV20201473211,9/16/2020,"19791 Quiet Bay Ln, Huntington Beach, CA, USA",Open,Zoning issue with r/ps property line and neighbors pool. R/p wants owners of 19791 Quiet Bay to take over a section of his property is right next to his.#387977
Carol Menendez,CV20201508211,9/25/2020,"517 11th St, Huntington Beach, CA, USA",Open,"The fence in the back of the property extends all the way to the telephone pole, blocking visibility down the alley way.#393453"
Carol Menendez,CV20201529211,9/28/2020,"502 Huntington St, Huntington Beach, CA, USA",Open,STVR- R/p feels threatened by renters that come and go. She would like contact STVR courtesy letter sent 9/28 LS #395540
Carol Menendez,CV20201620211,10/5/2020,"616 16th St, Huntington Beach, CA, USA",Open,"I have several neighbors who are also concerned about the safety - specifically the risk of fire - related to the dilapidated state of the home, hoarding and vermin infestation. Priority 1 complaint forwarded from City Council.#400370"
Carol Menendez,CV20201769211,10/19/2020,"220 9th St, Huntington Beach, CA, USA",Open,STVR- NOISE every weekend. This is an active and busy ILLEGAL VRBO. Please send them a letter or tell them to obey the law. They have never lived in this home and rent it out weekly. STVR Courtesy Letter send 10/19 LS
Carol Menendez,CV20201925211,11/4/2020,"1814 Main St, Huntington Beach, CA, USA",Open,"Unpermitted work completed. They removed their fountain, concreate slab, moved the gas and water pipes with no permits on file #421689"
Carol Menendez,CV20201932211,11/4/2020,"416 19th St, Huntington Beach, CA, USA",Open,"SURF - Clean and Sobers in and around our 4 block radius area. Owned by the same person(s) named Jagdish and Sudesh Mehta Also owns Gateway Realty in Los Cerritos (562) 860-0080, (562) 402-0282, (562) 713-3577. Email rm1501@yahoo.com, Residence of Record: 18733 Rochelle Ave, Cerritos, CA 90703. Jagdish is an integral part of the business NOT an innocent owner. Please do something to stop this activity that is really changing our downtown neighborhood. We have too many illegally run clean & sobers, too close to one another. This transition of the home next to us has turned the home now for the 3rd time and this is upsetting and makes for less desirable living location. We had a nice family with children already move out when the first over dose death happened and the little girls had to see a black bag being rolled out. In addition, the fire department has been called out 3 times with near death over doses and we dealt with this disgusting image of a verified occupant on April 4, 2020, at the peak of Covid, drunk and throwing up all over our property! NOT CLEAN AND SOBER! This house at 416 19th is just another profit center for Jagdish Mehta, taking advantage of a broken system that allows bad behavior by taking insurance money that destroys good neighborhoods. Please help to change this behavior before it's too late!"
Carol Menendez,CV20200101215,11/5/2020,"9162 Rhodesia Dr, Huntington Beach, CA, USA",Open,Possible SURF. MYHB #422450
Carol Menendez,CV20200102215,11/7/2020,"500 Pacific Coast Hwy, Huntington Beach, CA, USA",Open,Un-permitted temporary signs on roofline area of Shorebreak Hotel.
Carol Menendez,CV20202049211,11/18/2020,"1200 Pacific Coast Hwy, Huntington Beach, CA, USA",Open,"Had to go into a unit to look at water damage. There are electrical, plumbing, and structural modifications that dont appear to be permitted. Since this is a ground level unit and the modifications dont look safe, can you come inspect? #449846 Im the HOA President, and we have access to the unit while repairs are being made."
Carol Menendez,CV20200244519,11/30/2020,"328 11th St, Huntington Beach, CA, USA",Open,Bakery business has installed 20ft wood planks into the ground with bolts. They are blocking access to parking. MyHB #459062
Carol Menendez,CV20202262211,12/14/2020,"406 15th St, Huntington Beach, CA, USA",Open,STVR- nightly rental on instagram post www.vrbo.com/1080103 STVR Letter Sent 12/14 LS #482867
Carol Menendez,CV20200108215,12/15/2020,"1200 Pacific Coast Hwy, Huntington Beach, CA, USA",Open,STVR Constant complaints from homeowners to HOA. Found their ad on line: https://www.airbnb.com/rooms/44450283 MYHB# 484587
Carol Menendez,CV20202354211,12/18/2020,"817 13th, Huntington Beach, CA, USA",Open,1. Potential hazardous material: workers dug up yard and informed us they were doing soil sample. There are eight (8) oil barrels in the front yard and visible oil in soil surrounding hole that was dug.#486231 2. possible unlicensed recovery facility: there are different people coming in/out with a lockbox on the door. They are new tenants and unusual movement in/out.
Carol Menendez,CV20202362211,12/23/2020,"1506 Lakeside Ln, Huntington Beach, CA, USA",Open,Diesel smoke from neighbors backyard machine filling my house? runs for hours at a time#488864
Carol Menendez,CV20210058211,1/8/2021,"620 Hartford Ave, Huntington Beach, CA, USA",Open,There was a fire at this address on New Years Day and it still has not been cleaned up yet. The smokey smell from the salvage is bad too. #498995
Carol Menendez,CV20210063519,1/22/2021,"406 Lake St, Huntington Beach, CA, USA",Open,STR and STVR AIRBNB AT 406 LAKE THE OWNER IS ERIC NICOLLY 949-279- 1165
Carol Menendez,CV20210116211,1/29/2021,"2419 Delaware St, Huntington Beach, CA, USA",Open,"This building seems to be operating a sober living facility. I believe they are illegal because of lack of supervision, excessive noise upto and past midnight, no mask wearing and a lot of people going in and out of all the units in the building. #512334"
Carol Menendez,CV20210004260,2/8/2021,"8441 Doncaster Dr, Huntington Beach, CA, USA",Open,R/P called to report two issues 1) Large skate board ramp in backyard that is up against a fence. It creates overwhelming noise and the skaters hang out at the top of the ramp and peer into other yards. The ramp is 4 feet tall and 20 feet wide. 2) Rooster - R/P does not believe the resident is confrontational.Please follow up with
Carol Menendez,CV20210007215,2/9/2021,"6822 Bar Harbor Ln, Huntington Beach, CA, USA",Open,Deteriorated wrought iron fencing.
Carol Menendez,CV20210223211,2/19/2021,"313 17th St, Huntington Beach, CA, USA",Open,"Hi, I am a resident of Huntington Beach and a renter at the address entered below. Since the year of 2016 the landlord has been notified of water leakage and damage occurring in both bedrooms. He has ignored the request to fix these issues and asked that holes be poked on the ceiling of one of the areas to let the water pour into a bucket. He has received videos, pictures, verbal notices, and personally checked the areas himself, and still continued to assume that we are dreaming stuff up. We now have visible mold in the bathroom due to a leak in the unit upstairs, and it looks to be Stachybotrys Chartarum known as black mold according to a mold remediation company. The landlord is refusing to get this fix the right way, There is also water damage in my garage and wood rut outside our patio among other serious issues? the mold is of the most concern to us at this time. We have a ten year old and a ten month old baby living here, and would appreciate a visit by one of the code enforcement inspectors to help us address these issues. We are using our neighbors bathroom and are also all sleeping in the living room to keep our family safe for the time being. Thank you! Best Regards, Victor Rodriguez #527738"
Carol Menendez,CV20210231211,2/19/2021,"417 12th St, Huntington Beach, CA, USA",Open,Call made on behalf of tenants father..his pregnant daughters unit has been red tagged by the gas company as hazardous to enter due to carbon monoxide gas. Been over a week and the property management company has not made any efforts to make it safe again. Contact George Mitchell (714-943- 2090) or his daughter Sarah Roupli (210-293-9036 ) #528616
Carol Menendez,CV20210242211,2/22/2021,"310 Lake St, Huntington Beach, CA, USA",Open,"I am renting a condo that has a bug infestation, open ceiling with wires exposed, no dry wall from mold removal, no heat, rusted nails in carpet, hole in fireplace, no electrical on half of the condo. When I plug something in it sparks at me.#528643"
Carol Menendez,CV20210318211,3/3/2021,"112 7th St, Huntington Beach, CA, USA",Open,Landlord is aware of toxic mold in the unit but has gone months with out addressing it.#537429
Carol Menendez,CV20210383211,3/8/2021,"315 15th St, Huntington Beach, CA, USA",Open,"Doing unsafe electrical work and wiring in the complex without any permits. He has done it in many of the garages. R/p states that he turns off the power whenever he wants to intimidate people in the complex. His name is Chris Parker and owns the company ""R Parker Electric Co."" R/p says her will probably deny this. Has a history of being confrontational r/p did not feel comfortable leaving any information as he has had problems with him in the past. He will call back for an update later on. #542699"
Carol Menendez,CV2021-18546,3/30/2021,", Huntington Beach, CA, USA",Open,Tall Weeds throughout Vacant Lot
Carol Menendez,CV2021-18559,4/2/2021,"112 8th St, Huntington Beach, CA, USA",Open,Short Term Rentals occurring at this property. MYHB #573625
Carol Menendez,CV2021-18735,4/14/2021,"712 Pacific Coast Hwy, Huntington Beach, CA, USA",Open,"Graffiti on interior walls of vacant lot, tall weeds, broken fencing."
Carol Menendez,CV2021-18712,4/14/2021,"1200 Pacific Coast Hwy, Huntington Beach, CA, USA",Open,Unauthorized Condo renovation Unit 306 Built a loft in unit
Carol Menendez,CV2021-18715,4/14/2021,"2115 California St, Huntington Beach, CA, USA",Open,"Last May I wrote in and reported a neighbor with a pole in his backyard. It was determined that it was used as an antenna and he was advised that it could not be taller than 10 feet from his ground. He has been doing so until this past week when he raised it again. His property is below mine and his antenna is now over 10 feet from his ground and once again supported by our community fence. The property address is 2115 California Street, Huntington Beach, CA 92648. Last May you could not enter his property, I am unsure if you can now enter an individual's property or not, but it has become an eyesore again. Please reopen this work order and look into this matter. Thank you for your assistance"
Carol Menendez,CV2021-18752,4/16/2021,"2419 Delaware St, Huntington Beach, CA, USA",Open,Unlicensed sober living. Body brokering. Many many people in each unit. Some people in place to control others and acting like they are renters. They are not. Operating as an out patient but doing inpatient. Controlling the clients to test dirty for insurance. Out of control. 5 police I interactions that I know of. Please help. Second plea for help by me. No response to my first report. If they were legal they would give meds. Recent clients from there is controlling other clients as a manager. Many mentally ill not being cared for. Owner of sober living is in and out of prison and manipulates clients. Sex offenders and people with felonies live there with no back ground check cause they are illegal and don�t have to follow rules. Please respond. Next call is to Mr gates as you have been unresponsive once already.
Carol Menendez,CV2021-18839,4/21/2021,"723 Alabama St, Huntington Beach, CA, USA",Open,
Carol Menendez,CV2021-18867,4/22/2021,"2419 Delaware St, Huntington Beach, CA, USA",Open,Unlicensed sober living. Body brokering. Many many people in each unit. Some people in place to control others and acting like they are renters. They are not. Operating as an out patient but doing inpatient. Controlling the clients to test dirty for insurance. Out of control. 5 police I interactions that I know of. Please help. Second plea for help by me. No response to my first report. If they were legal they would give meds. Recent clients from there is controlling other clients as a manager. Many mentally ill not being cared for. Owner of sober living is in and out of prison and manipulates clients. Sex offenders and people with felonies live there with no back ground check cause they are illegal and don�t have to follow rules. Please respond. Next call is to Mr gates as you have been unresponsive once already.
Carol Menendez,CV2021-18868,4/22/2021,"2419 Delaware St, Huntington Beach, CA, USA",Open,Unlicensed sober living. Body brokering. Many many people in each unit. Some people in place to control others and acting like they are renters. They are not. Operating as an out patient but doing inpatient. Controlling the clients to test dirty for insurance. Out of control. 5 police I interactions that I know of. Please help. Second plea for help by me. No response to my first report. If they were legal they would give meds. Recent clients from there is controlling other clients as a manager. Many mentally ill not being cared for. Owner of sober living is in and out of prison and manipulates clients. Sex offenders and people with felonies live there with no back ground check cause they are illegal and don�t have to follow rules. Please respond. Next call is to Mr gates as you have been unresponsive once already.
Carol Menendez,CV2021-18869,4/22/2021,"2419 Delaware St, Huntington Beach, CA, USA",Open,Unlicensed sober living. Body brokering. Many many people in each unit. Some people in place to control others and acting like they are renters. They are not. Operating as an out patient but doing inpatient. Controlling the clients to test dirty for insurance. Out of control. 5 police I interactions that I know of. Please help. Second plea for help by me. No response to my first report. If they were legal they would give meds. Recent clients from there is controlling other clients as a manager. Many mentally ill not being cared for. Owner of sober living is in and out of prison and manipulates clients. Sex offenders and people with felonies live there with no back ground check cause they are illegal and don�t have to follow rules. Please respond. Next call is to Mr gates as you have been unresponsive once already.
Carol Menendez,CV2021-18915,4/23/2021,"201 Main St, Huntington Beach, CA, USA",Open,Deteriorated newspaper racks.
Carol Menendez,CV2021-18954,4/29/2021,"118 19th St, Huntington Beach, CA, USA",Open,Complaint about Weeds at a Residence
Devin Michaelis,CV20160070203,6/4/2016,"17066 Palmdale Ln, Huntington Beach, CA, USA",Open,"fencing installed on property all the way to the street, 10-14 ft tall - razor wire (al brady had this case in 2014.....)"
Devin Michaelis,CV20170335305,8/2/2017,"9581 Telhan Dr, Huntington Beach, CA, USA",Open,"Inoperable vehicles, deteriorated property w/termites. Tarp on the roof. ***Contact C/P***"
Devin Michaelis,CV20180653305,11/13/2018,"15697 Chemical Ln, Huntington Beach, CA, USA",Open,Crumbling block wall. *C/P called back to advise: Only visible from c/ps property please contact for appointment.
Devin Michaelis,CV20180083519,11/16/2018,"7071 Nimrod Dr, Huntington Beach, CA, USA",Open,Possible metal shed/ structure located at rear yard.
Devin Michaelis,CV20190037305,1/17/2019,"9812 Fair Tide Cir, Huntington Beach, CA, USA",Open,"Unpermitted brick wall extension, increasing height past 4. MyHB Ticket # 135432"
Devin Michaelis,CV20190009207,2/20/2019,"1505 Palm Ave, Huntington Beach, CA, USA",Open,dilapidated construction site
Devin Michaelis,CV20190048214,2/20/2019,"19112 Homestead Ln, Huntington Beach, CA, USA",Open,In-operable vehicle in the driveway.
Devin Michaelis,CV20190179305,3/13/2019,"9442 Greenwich Dr, Huntington Beach, CA, USA",Open,"Parking on lawn? deteriorated fascia boards? auto repair activity MyHB 146062, 146053, 146045, 153741, 153784"
Devin Michaelis,CV20190148211,3/19/2019,"8372 Doncaster Dr, Huntington Beach, CA, USA",Open,Barbwire installed along the top of the fence myHB#147196
Devin Michaelis,CV20190619305,6/25/2019,"207 Nashville Ave, Huntington Beach, CA, USA",Open,"Units are having hot water issues, in order to have hot water the tenants must have 2 faucets running simultaneously. So if someone is in the shower, they must also have a sink running. Gross waste of water. Landlord refuses to address."
Devin Michaelis,CV20190428218,7/12/2019,"6191 Shelly Dr, Huntington Beach, CA, USA",Open,2 inop cars in driveway being used as trashcans for the past year. Also 8 wild cats & they use their empty pool to also fill up with trash. They cant open garage because its full with trash from top to bottom MyHB #173151
Devin Michaelis,CV20190920218,11/26/2019,"101 Indianapolis Ave, Huntington Beach, CA, USA",Open,have some neighbors that have converted their garage into a studio that they rent out. MyHB 212199
Devin Michaelis,CV20200175218,2/19/2020,"20951 Spindrift Ln, Huntington Beach, CA, USA",Open,Multiplayer items stored on the driveway. Car jacked up without front wheels in front. MyHB 250956
Devin Michaelis,CV20200027207,8/21/2020,"8732 Squires Cir, Huntington Beach, CA, USA",Open,Unpermitted fence extension
Devin Michaelis,CV20200029207,8/21/2020,"20191 Tranquil Ln, Huntington Beach, CA, USA",Open,Unpermitted fence extension
Devin Michaelis,CV20200075260,8/24/2020,"10122 Stonybrook Dr, Huntington Beach, CA, USA",Open,R/P states the P/O has installed a washer and dryer on the side of his home. The noise is loud and the grey water is draining into the street. MyHB#372262
Devin Michaelis,CV20200071519,8/24/2020,"20291 Adrian Cir, Huntington Beach, CA, USA",Open,Dead palm fronds are falling off the tree and causing a fire hazard for the neighbor. R/P would like a call back. MyHB #372205
Devin Michaelis,CV20200032207,9/11/2020,"9291 Grand Dr, Huntington Beach, CA, USA",Open,Unmaintained constructions site and no permits on file
Devin Michaelis,CV20201556211,9/28/2020,"19822 Margate Ln, Huntington Beach, CA, USA",Open,Owner put eight inch holes through stucco and water seal membrane to install an exterior drain vent for a movable air condition hose. There is no building permit for this. This was done on the front and rear of unit. #396022 Owner was instructed to remove and restore the stucco to its original condition. Permits required. This is not how an air conditioner drain is to be installed.
Devin Michaelis,CV20201604211,10/5/2020,"19611 Topeka Ln, Huntington Beach, CA, USA",Open,"STVR Over the past 6 - 8 months, there has been an increased number of people coming in and out of 19611 Topeka Lane. At any given time, there are at least 8 - 10 cars parked on the street. The owners of the cars will enter the house from the side and back doors of the house. The guests will stay overnight and leave during the day. Several neighbors have noticed and complained about the increased number of cars and people who arrive and leave each day. It appears that the owners of the house are temporarily housing these people. The number of cars and people on the street have become a major nuisance. We are concerned about the types of activities that are taking place. #400012 STVR Courtesy Letter sent 10/5 LS"
